,tweet_id,date,original_tweets,cleaned_tweets,sentiment
1003,989554372043460608,2018-04-26,This is year one. We can't ad empathy to MAGA by hating. We can only ad empathy with love and time and truly hearing all sides,this is year one we can not ad empathy to maga by hating we can only ad empathy with love and time and truly hearing all sides,1
1004,989554344457453568,2018-04-26,I really appreciate this dialogue with John Legend because I'm actually very empathetic. Im still the kid from the… https://t.co/ybUZfYAFBR,really appreciate this dialogue with john legend because actually very empathetic im still the kid from the,1
1005,989549960436699136,2018-04-26,if you feel something don't let peer pressure manipulate you,if you feel something do not let peer pressure manipulate you,0
1006,989548514186178560,2018-04-26,I tweeted the John text to show that there are people around me that disagree with me and voice their opinion. I re… https://t.co/TRiNcu5i3f,tweeted the john text to show that there are people around me that disagree with me and voice their opinion re,0
1007,989533251059437569,2018-04-26,People usually don't agree with people who don't agree with them,people usually do not agree with people who do not agree with them,1
1008,989526297758978048,2018-04-26,The world is our family,the world is our family,0
1009,989525041669787649,2018-04-26,just think of someone you hate and try saying even to yourself that you love that person.,just think of someone you hate and try saying even to yourself that you love that person,-1
1010,989524525241982980,2018-04-26,Though hate is a similar emotion to love. Hate is not the answer.  Love is.,though hate is similar emotion to love hate is not the answer love is,-1
1011,989281218653966336,2018-04-25,that's the last tweet of the day. I did that one for my god-brother Puff.  Now ima go watch the Cavs.,that the last tweet of the day did that one for my god brother puff now ima go watch the cavs,0
1012,989275379889094658,2018-04-25,2 of my favorite people,of my favorite people,1
1013,989272340432240641,2018-04-25,Obama was in office for eight years and nothing in Chicago changed.,obama was in office for eight years and nothing in chicago changed,0
1014,989272266377609216,2018-04-25,Claudio will be awesome when me and Chance build new homes in Chicago,claudio will be awesome when me and chance build new homes in chicago,1
1015,989269268708511745,2018-04-25,Claudio Silverstein is a free thinker,claudio silverstein is free thinker,1
1016,989268601851920384,2018-04-25,Love is the most powerful force in the universe,love is the most powerful force in the universe,1
1017,989268464392011776,2018-04-25,let's move in love not fear,let move in love not fear,1
1018,989257175322144768,2018-04-25,And any fan of me wants Ye to be Ye even when they don't agree because I represent the fact that they can be themse… https://t.co/uxw3cXH2GU,and any fan of me wants ye to be ye even when they do not agree because represent the fact that they can be themse,1
1019,989257137531506688,2018-04-25,"whenever someone mentions the word ""fan"" to me it's super manipulative. It's like ""don't do or say this because of… https://t.co/89qWyRvoGh",whenever someone mentions the word fan to me it super manipulative it like do not do or say this because of,1
1020,989246183896858624,2018-04-25,I want to see a tour with Nikki Minaj and Cardi B,want to see tour with nikki minaj and cardi,0
1021,989244800409862144,2018-04-25,I'd like to meet with Tim Cook. I got some ideas,like to meet with tim cook got some ideas,0
1022,989241138107236352,2018-04-25,need Hype Williams for Nas movie,need hype williams for nas movie,0
1023,989238679058038784,2018-04-25,I'm sitting with Lucian discussing the future of the music industry. Lets bring in David Joseph and Frank Bridgman and Olivier Nusse.,sitting with lucian discussing the future of the music industry lets bring in david joseph and frank bridgman and olivier nusse,0
1024,989238637765083136,2018-04-25,I'd like Scooter Braun to be a part of this new platform we're creating. Scooter is a genius.  He's more than a man… https://t.co/9DYEiMwxcy,like scooter braun to be pa of this new platform we re creating scooter is genius he more than man,1
1025,989227852162785280,2018-04-25,I'm so happy to hear that Peter Thiel would like to take a meeting. I feel very optimistic about the future.,so happy to hear that peter thiel would like to take meeting feel very optimistic about the future,1
1026,989217091541549056,2018-04-25,I need to meet with Larry from google,need to meet with larry from google,0
1027,989215788211949568,2018-04-25,Google supports YEEZY in ending violence in Chicago to start with,google suppos yeezy in ending violence in chicago to sta with,0
1028,989214823320727552,2018-04-25,we'd be a strategic investor. Not just a VC,we be strategic investor not just vc,0
1029,989211363166711808,2018-04-25,I'm 40 years old and I'm just now becoming my parents child.,years old and just now becoming my parents child,1
1030,989197113648037888,2018-04-25,I’m nice at ping pong,nice at ping pong,1
1031,989193123065561089,2018-04-25,Kids See Ghost short film will be shot by Dexter Navy,kids see ghost sho film will be shot by dexter navy,0
1032,989192498307219456,2018-04-25,my wife just called me and she wanted me to make this clear to everyone. I don't agree with everything Trump does.… https://t.co/CuUkTnXRYG,my wife just called me and she wanted me to make this clear to everyone do not agree with everything trump does,1
1033,989189213202477057,2018-04-25,Yeezy VC invests in and develops food clothing shelter and communications,yeezy vc invests in and develops food clothing shelter and communications,0
1034,989184954310410240,2018-04-25,burn that excel spread sheet 🔥😂,burn that excel spread sheet,0
1035,989184815340535808,2018-04-25,decentralize,decentralize,0
1036,989184405187973120,2018-04-25,fear takes strategy   Unlearn linear thinking   Hit you with these zig zag thoughts,fear takes strategy unlearn linear thinking hit you with these zig zag thoughts,0
1037,989181787485028353,2018-04-25,no race religion region or political party can argue with the power of love,no race religion region or political pay can argue with the power of love,1
1038,989181710787989504,2018-04-25,When my daughter acts out she actually says afterwards I just want to hear you say I love you more.,when my daughter acts out she actually says afterwards just want to hear you say love you more,1
1039,989181692614098944,2018-04-25,"I said express love more because we have love but we don't express it.  My friend Tmills will always say ""I love yo… https://t.co/tgFiUU8ptA",said express love more because we have love but we do not express it my friend tmills will always say love yo,1
1040,989181401223249921,2018-04-25,with love I am invincible. Truth is subjective but love is the most powerful force in the world and the world needs to express more of it.,with love am invincible truth is subjective but love is the most powerful force in the world and the world needs to express more of it,1
1041,989180231930925056,2018-04-25,And also I'm all the way out the sunken place. And I'm not scared anymore. I'm not scared of the media. I'm not sca… https://t.co/myRrSGkQL6,and also all the way out the sunken place and not scared anymore not scared of the media not sca,0
1042,989180180659777536,2018-04-25,"I love when people have their own ideas. You don't have to be allowed anymore. Just be. 

Love who you want to love… https://t.co/g8brHi6tkX",love when people have their own ideas you do not have to be allowed anymore just be love who you want to love,1
1043,989179949851463681,2018-04-25,If your friend jumps off the bridge you don't have to do the same. Ye being Ye is a fight for you to be you. For pe… https://t.co/jEtRk4Z9sC,if your friend jumps off the bridge you do not have to do the same ye being ye is fight for you to be you for pe,0
1044,989179757651574784,2018-04-25,You don't have to agree with trump but the mob can't make me not love him. We are both dragon energy. He is my brot… https://t.co/jy5FzoNYwg,you do not have to agree with trump but the mob can not make me not love him we are both dragon energy he is my brot,-1
1045,989177694309859328,2018-04-25,Free thinkers don't fear retaliation for your thoughts.  The traditional thinkers are only using thoughts and words… https://t.co/ShRW1lE3sA,free thinkers do not fear retaliation for your thoughts the traditional thinkers are only using thoughts and words,1
1046,989173553852366849,2018-04-25,Rocky we gotta release our songs ASAP,rocky we gotta release our songs asap,0
1047,989171941998149637,2018-04-25,I'm turn the Grammys into the Yammys,turn the grammys into the yammys,0
1048,989168789378842624,2018-04-25,Trav we gotta drop the track with me you and Uzi this week bro. Let's gooooooooooooooooooooooooo🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,trav we gotta drop the track with me you and uzi this week bro let gooooooooooooooooooooooooo,0
1049,989165838803517440,2018-04-25,I leave my emojis bart Simpson color,leave my emojis ba simpson color,0
1050,989163923378094081,2018-04-25,I'm used to the heat of independent thoughts,used to the heat of independent thoughts,0
1051,989162213603557376,2018-04-25,yes I said we. We the people like my brother Q Tip said on the final Tribe album that should have won the Grammy,yes said we we the people like my brother tip said on the final tribe album that should have won the grammy,0
1052,989162018664935424,2018-04-25,when we become president we have to change the name of the plane from Air Force one to Yeezy force one ☝️,when we become president we have to change the name of the plane from air force one to yeezy force one,0
1053,989160136798228480,2018-04-25,the Charlamagne interview just got an offer on 10 million. Yo @cthagod should we hold off for a hundred million???… https://t.co/i7XnvJezjB,the charlamagne interview just got an offer on million yo should we hold off for hundred million,0
1054,989158715868643329,2018-04-25,adidas have been great partners and they've let Yeezy be Yeezy.  This could've never happened at Nike,adidas have been great paners and they ve let yeezy be yeezy this could ve never happened at nike,1
1055,989158555855896576,2018-04-25,the Yeezy 700 is adidas most requested shoe,the yeezy is adidas most requested shoe,1
1056,989158083203973120,2018-04-25,the desert rat 500 sold 250 thousand in one hour on Coachella weekend.  Please do not try to play Yeezy or anyone w… https://t.co/KP5FhwrMZh,the dese rat sold thousand in one hour on coachella weekend please do not try to play yeezy or anyone,0
1057,989157843214286848,2018-04-25,the Yeezy 350s sell 400 thousand pair in four hours. Only thing close to this is the iPhone.,the yeezy sell thousand pair in four hours only thing close to this is the iphone,0
1058,989154899140096000,2018-04-25,let’s be like water 😂,let be like water,0
1059,989154809398706177,2018-04-25,oh and Ebro I love you. Ima let you finish but the Charlamagne interview is one of the best interviews of all time. 😂,oh and ebro love you ima let you finish but the charlamagne interview is one of the best interviews of all time,1
1060,989153701095915522,2018-04-25,now can I get back to my positive vibes 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,now can get back to my positive vibes,1
1061,989153539015434241,2018-04-25,People magazine. Watch how you speak my name. You would love a pair of Yeezys.  Don't play yourself.,people magazine watch how you speak my name you would love pair of yeezys do not play yourself,1
1062,989153474242752515,2018-04-25,Harvey Levin of TMZ your hearing from your future president. Let's be friends. Please never use the word erratic to… https://t.co/BV82UVOSPL,harvey levin of tmz your hearing from your future president let be friends please never use the word erratic to,0
1063,989152639031001088,2018-04-25,I follow the shade room.  Please never try to play Ye.,follow the shade room please never try to play ye,0
1064,989152533259022337,2018-04-25,I am this generations Ford Hughes Jobs Disney,am this generations ford hughes jobs disney,0
1065,989151947218345987,2018-04-25,We will reach the prices I've promised,we will reach the prices ve promised,0
1066,989151925080752129,2018-04-25,there's been a lot of fake news so I just wanted to give you the facts. Yeezy will become the biggest apparel compa… https://t.co/EQEGi2DSGy,there been lot of fake news so just wanted to give you the facts yeezy will become the biggest apparel compa,-1
1067,989151098324697088,2018-04-25,I am currently the single highest paid person in footwear. That means I make more money on shoes than Michael Jordan.,am currently the single highest paid person in footwear that means make more money on shoes than michael jordan,1
1068,989150253185052674,2018-04-25,We have 160 positions to fill by the end of the year. Yeezy will hit a billion dollars this year. It is the 2nd fas… https://t.co/WM6hGLBNKG,we have positions to fill by the end of the year yeezy will hit billion dollars this year it is the nd fas,0
1069,989150208595406849,2018-04-25,yes I got rid of my last lawyer why? Because he wouldn't come to work full time. I also asked my last manager to co… https://t.co/cf3z7aEmXa,yes got rid of my last lawyer why because he would not come to work full time also asked my last manager to co,1
1070,989142351321874432,2018-04-25,"I'm nobody's ""client""",nobody client,0
1071,989142253468708864,2018-04-25,I no longer have a manager. I can't be managed,no longer have manager can not be managed,0
1072,988989883849961472,2018-04-25,spread love,spread love,1
1074,988813591582134272,2018-04-24,never a master. Always a student.,never master always student,0
1075,988798056798670851,2018-04-24,to be great is to be misunderstood,to be great is to be misunderstood,1
1076,988795997869391873,2018-04-24,"dragon 🐉 energy 
Natural born leaders
Very instinctive 
Great foresight",dragon energy natural born leaders very instinctive great foresight,1
1077,988648873999548416,2018-04-24,you can say anything as long as you put the right emoji next to it.,you can say anything as long as you put the right emoji next to it,1
1078,988572877539569665,2018-04-24,If your foresight is incredible   Stay stubborn to your vision,if your foresight is incredible stay stubborn to your vision,1
1079,988571191651713024,2018-04-24,I’ve always had a desire to do things people wouldn’t even think to do,ve always had desire to do things people wouldn even think to do,0
1080,988542088747745280,2018-04-23,everyone should be their own biggest fan,everyone should be their own biggest fan,1
1081,988471442739159040,2018-04-23,even Prince once had an access pass,even prince once had an access pass,0
1082,988463014423609345,2018-04-23,life is more exciting than the movies,life is more exciting than the movies,1
1083,988461387851550725,2018-04-23,Donald Glover is a free thinker,donald glover is free thinker,1
1084,988456293248581632,2018-04-23,I feel like im 18 year old again when I make beats for Nas,feel like im year old again when make beats for nas,1
1085,988456198599929856,2018-04-23,new ideas will no longer be condemned by the masses. We are on the frontier of massive change. Starting from breaki… https://t.co/5GKQ5T7JPn,new ideas will no longer be condemned by the masses we are on the frontier of massive change staing from breaki,1
1086,988430865511301121,2018-04-23,we're evolving at warp speed,we re evolving at warp speed,0
1087,988241119166185472,2018-04-23,This is the funnest car I’ve ever driven,this is the funnest car ve ever driven,0
1088,988240316942630912,2018-04-23,I'm super chaaaaaarged.  Bout to take this whole thing to mars,super chaaaaaarged bout to take this whole thing to mars,1
1089,988239755862097921,2018-04-23,I heard these are really good for the environment 🙏,heard these are really good for the environment,1
1090,988239336788279296,2018-04-23,I really love my Tesla. I'm in the future. Thank you Elon.,really love my tesla in the future thank you elon,1
1091,988199197781323776,2018-04-22,Nas June 15th,nas june th,0
1092,988199097554296832,2018-04-22,I'm hand producing all the albums I tweeted about. Been chopping samples from the sunken place 😂Pusha May 25th My a… https://t.co/Ix37c3LVYW,hand producing all the albums tweeted about been chopping samples from the sunken place pusha may th my,0
1093,988166120984072192,2018-04-22,practice pure love,practice pure love,1
1094,988165564257390592,2018-04-22,It’s no more baring people because they have different ideas.,it no more baring people because they have different ideas,-1
1095,988128753430638592,2018-04-22,self victimization is a disease,self victimization is disease,0
1096,988128539231711237,2018-04-22,there was a time when slavery was the trend and apparently that time is still upon us. But now it's a mentality.,there was time when slavery was the trend and apparently that time is still upon us but now it mentality,1
1097,988127125545799680,2018-04-22,People respect people for following the general  trend and consensus,people respect people for following the general trend and consensus,1
1098,988126599408107520,2018-04-22,We live in a time where people don’t respect people for being themselves,we live in time where people don respect people for being themselves,1
1099,988126492608495616,2018-04-22,Constantly bringing up the past keeps you stuck there,constantly bringing up the past keeps you stuck there,-1
1100,988122922936975360,2018-04-22,The thought police want to suppress freedom of thought,the thought police want to suppress freedom of thought,0
1101,988122800459104256,2018-04-22,we have freedom of speech but not freedom of thought,we have freedom of speech but not freedom of thought,0
1102,988122682766970880,2018-04-22,People demonize people and then they demonize anybody who sees anything positive in someone whose been demonized,people demonize people and then they demonize anybody who sees anything positive in someone whose been demonized,1
1103,988121796611260416,2018-04-22,The psychological zombie effect,the psychological zombie effect,0
1104,988121708593725440,2018-04-22,Demonization has metastasized,demonization has metastasized,0
1105,988100831307223040,2018-04-22,the blinders are off,the blinders are off,0
1106,988055697983066112,2018-04-22,question everything,question everything,0
1107,987737044263682050,2018-04-21,The more people contribute to real time global consciousness the faster we evolve,the more people contribute to real time global consciousness the faster we evolve,1
1108,987728334971850753,2018-04-21,get past the past,get past the past,-1
1109,987727961477472257,2018-04-21,be fearless. Express what you feel not what you've been programmed to think.,be fearless express what you feel not what you ve been programmed to think,0
1110,987704734399188992,2018-04-21,live in love not in fear,live in love not in fear,1
1111,987699874362675201,2018-04-21,I don't subscribe the term and concept of God fearing.  That's a dated mentality that was used to control people. W… https://t.co/JLe987Uc1k,do not subscribe the term and concept of god fearing that dated mentality that was used to control people,0
1112,987698250093215745,2018-04-21,only free thinkers,only free thinkers,1
1113,987696355341553665,2018-04-21,I love the way Candace Owens thinks,love the way candace owens thinks,1
1114,987422543849013248,2018-04-20,the world is our office,the world is our office,0
1115,987422322301722624,2018-04-20,Yeezy is based in Calabasas but will also be setting up offices in New York London and Wyoming,yeezy is based in calabasas but will also be setting up offices in new york london and wyoming,1
1116,987420889258967040,2018-04-20,style is genderless,style is genderless,0
1117,987417308124475392,2018-04-20,strive for universal consciousness not segregated consciousness,strive for universal consciousness not segregated consciousness,0
1118,987413820447473665,2018-04-20,everything is so planned these days. People appreciate spontaneity and honesty.,everything is so planned these days people appreciate spontaneity and honesty,0
1119,987411753423130625,2018-04-20,iterations of ideas are how culture evolves.,iterations of ideas are how culture evolves,0
1120,987411705599746048,2018-04-20,sharing is community holding information is capitalism,sharing is community holding information is capitalism,0
1121,987411655721021440,2018-04-20,images are limitless and words aren't. Words are defined,images are limitless and words are not words are defined,0
1122,987411453131943936,2018-04-20,I don’t believe in horizontal hierarchy. If you build a ladder too high it’s actually most dangerous for the people at the top.,don believe in horizontal hierarchy if you build ladder too high it actually most dangerous for the people at the top,1
1123,987399001929539584,2018-04-20,all you have to be is yourself,all you have to be is yourself,0
1124,987382621788237824,2018-04-20,I need a water proof silk nylon as soon as possible.,need water proof silk nylon as soon as possible,0
1125,987382297182654464,2018-04-20,people are celebrating real ideas and vibe. Not just hype,people are celebrating real ideas and vibe not just hype,1
1126,987381246761160705,2018-04-20,we need to Aman Giri the world,we need to aman giri the world,0
1127,987099567119261696,2018-04-19,the beauty is in the imperfection(s),the beauty is in the imperfection,0
1128,987069631696289792,2018-04-19,Pusha T May 25th,pusha may th,0
1129,987069464687489024,2018-04-19,Teyana Taylor June 22nd,teyana taylor june nd,0
1130,987052001023279104,2018-04-19,it's called Kids See Ghost. That's the name of our group,it called kids see ghost that the name of our group,0
1131,987051337782181889,2018-04-19,me and Cudi album June 8th,me and cudi album june th,0
1132,987049937434112000,2018-04-19,June 1st,june st,0
1133,987049500177920000,2018-04-19,my album is 7 songs,my album is songs,0
1134,987018557660717056,2018-04-19,it's not where you take things from.  It's where you take them to,it not where you take things from it where you take them to,0
1135,986979473496002560,2018-04-19,we're all servants,we re all servants,0
1136,986976721680285696,2018-04-19,today will be the greatest day so far. Life keeps getting better and better.,today will be the greatest day so far life keeps getting better and better,1
1137,986759302311395328,2018-04-19,if you wanna see the true character of person watch the way they treat someone who can't do anything for them.,if you wanna see the true character of person watch the way they treat someone who can not do anything for them,1
1138,986756823981015040,2018-04-19,truth is my goal. Controversy is my gym. I'll do a hundred reps of controversy for a 6 pack of truth,truth is my goal controversy is my gym ll do hundred reps of controversy for pack of truth,0
1139,986687322140721152,2018-04-18,don't trade your authenticity for approval,do not trade your authenticity for approval,0
1140,986647008176881664,2018-04-18,let's be less concerned with ownership of ideas. It is important that ideas see the light of day even if you don't… https://t.co/Dj2iqElo8O,let be less concerned with ownership of ideas it is impoant that ideas see the light of day even if you do not,1
1141,986646262446305281,2018-04-18,"I find myself getting stuck in the idea of originality and letting my ego push me to say things like ""this person s… https://t.co/uxO7nLJnzn",find myself getting stuck in the idea of originality and letting my ego push me to say things like this person,0
1142,986641122381344768,2018-04-18,Cars have four wheels. Hoodies have hoods. It's amusing to me when some one says this is an original hoodie. Bro... it's a hoodie 🤷‍♂️,cars have four wheels hoodies have hoods it amusing to me when some one says this is an original hoodie bro it hoodie,1
1143,986640217904852993,2018-04-18,too much emphasis is put on originality. Feel free to take ideas and update them at your will all great artist take and update.,too much emphasis is put on originality feel free to take ideas and update them at your will all great aist take and update,1
1144,986629658211844097,2018-04-18,There's love stories.  Pain happiness. It's 3 dementional. There's taste touch sound. It's the most entertaining fo… https://t.co/KmVz4qGO1h,there love stories pain happiness it dementional there taste touch sound it the most enteaining fo,1
1145,986629639874297856,2018-04-18,Be here now. Be in the moment. The now is the greatest moment of our lives and it just keeps getting better. The ba… https://t.co/hjW0wl1JLU,be here now be in the moment the now is the greatest moment of our lives and it just keeps getting better the ba,1
1146,986626607421898752,2018-04-18,me and my friend Anthony Schiller always ask questions about time. Is time linear? I recently did an interview wher… https://t.co/H3bzYZIPQi,me and my friend anthony schiller always ask questions about time is time linear recently did an interview wher,0
1147,986625837330923520,2018-04-18,"I will work on this ""book"" when I feel it. When We sit still in the mornings We get hit with so many ideas and so m… https://t.co/SB0cuEwTm5",will work on this book when feel it when we sit still in the mornings we get hit with so many ideas and so,1
1148,986625627364077568,2018-04-18,oh by the way this is my book that I'm writing in real time. No publisher or publicist will tell me what to put whe… https://t.co/5ZozwEfqv3,oh by the way this is my book that writing in real time no publisher or publicist will tell me what to put whe,1
1149,986625491242172419,2018-04-18,everyone will say he needs to learn how to act. At home parental acting classes are one of the first steps to us lo… https://t.co/WUqu4QHsbO,everyone will say he needs to learn how to act at home parental acting classes are one of the first steps to us lo,1
1150,986625468148269056,2018-04-18,"in life, we are all trained actors. When we're born we're ourselves and then one of the first things we're thought… https://t.co/b0b5NgrGxT",in life we are all trained actors when we re born we re ourselves and then one of the first things we re thought,1
1151,986624649311088642,2018-04-18,just stop lying about shit. Just stop lying.,just stop lying about shit just stop lying,-1
1152,986624497301127169,2018-04-18,You will be a drop of water with the ocean as your army. If you move out of fear than your on your own. Then it's j… https://t.co/2nPREd4e5M,you will be drop of water with the ocean as your army if you move out of fear than your on your own then it,1
1153,986624438106865664,2018-04-18,I don't believe in the concept of an enemy. We have been conditioned to always be in competition. Stop looking for… https://t.co/rsJxZGEMfQ,do not believe in the concept of an enemy we have been conditioned to always be in competition stop looking for,0
1154,986624114579333120,2018-04-18,Don't follow crowds. Follow the innate feelings inside of you. Do what you feel not what you think. Thoughts have b… https://t.co/pLnhteIyGP,do not follow crowds follow the innate feelings inside of you do what you feel not what you think thoughts have,0
1155,986621201920356352,2018-04-18,You have the best ideas. Other people's opinions are usually more  distractive than informative. Follow your own vi… https://t.co/wgQ0ElzjBm,you have the best ideas other people opinions are usually more distractive than informative follow your own vi,1
1156,986621133976887296,2018-04-18,when you first wake up don't hop right on the phone or the internet or even speak to anyone for even up to an hour… https://t.co/7ZRIe8oL5f,when you first wake up do not hop right on the phone or the internet or even speak to anyone for even up to an hour,1
1157,986397252536041472,2018-04-18,trend is always late,trend is always late,-1
1158,986318237116915715,2018-04-17,be transparent as possible. Stop setting plays. Stop playing chess with life. Make decisions based on love not fear.,be transparent as possible stop setting plays stop playing chess with life make decisions based on love not fear,1
1159,986317567173197829,2018-04-17,Fear often causes people to be manipulative,fear often causes people to be manipulative,0
1160,986316732905283584,2018-04-17,everything you do in life stems from either fear or love,everything you do in life stems from either fear or love,1
1161,986303548664307712,2018-04-17,Sometimes you have to get rid of everything,sometimes you have to get rid of everything,0
1162,986303453763899392,2018-04-17,distraction is the enemy of vision,distraction is the enemy of vision,0
1163,986302853047308288,2018-04-17,try to avoid any contractual situation where you are held back from your ideas,try to avoid any contractual situation where you are held back from your ideas,0
1164,986302193715294208,2018-04-17,You have to protect your ability to create at all cost,you have to protect your ability to create at all cost,0
1165,986302131106975749,2018-04-17,As a creative your ideas are your strongest form of currency,as creative your ideas are your strongest form of currency,1
1166,985672020590546945,2018-04-16,often people working with the existing consciousness are jealous of those who are more in touch and they become har… https://t.co/vll90kKHE2,often people working with the existing consciousness are jealous of those who are more in touch and they become har,1
1167,985671904202764288,2018-04-16,Some people have to work within the existing consciousness while some people can shift the consciousness,some people have to work within the existing consciousness while some people can shift the consciousness,0
1168,984991060886683649,2018-04-14,RT @jack: Welcome back @kanyewest! https://t.co/TJPcPiCEJv,welcome back,1
1169,501492019328745472,2014-08-18,"RT @UncleRUSH: Police sensitivity training ,diversity initiatives,  body cameras for police     and a fucking arrest. Would be a good start…",police sensitivity training diversity initiatives body cameras for police and fucking arrest would be good sta,1
